match_id,match_date,tournament,stage,is_knockout,team_a,team_b,team_a_squad_value,team_b_squad_value,squad_value_diff,target_result_90m,team_a_elo,team_b_elo,elo_diff,team_a_fifa_rank,team_b_fifa_rank,fifa_rank_diff,team_a_last5_points,team_b_last5_points,last5_points_diff,team_a_last5_goals_for,team_b_last5_goals_for,goals_for_diff,team_a_last5_goals_against,team_b_last5_goals_against,goals_against_diff,team_a_last5_goal_diff,team_b_last5_goal_diff,last5_goal_diff_gap,team_a_rest_days,team_b_rest_days,rest_days_diff,confederation_a,confederation_b,confederation_pair,same_confederation_flag,team_a_top11_avg_rating_last5,team_b_top11_avg_rating_last5,top11_rating_diff,team_a_top11_avg_minutes_last5,team_b_top11_avg_minutes_last5,top11_minutes_diff,team_a_attack_core_form_score,team_b_attack_core_form_score,attack_core_form_diff,team_a_gk_form_score,team_b_gk_form_score,gk_form_diff,team_a_recent_starts_stability,team_b_recent_starts_stability,starts_stability_diff,team_a_key_absence_score,team_b_key_absence_score,key_absence_diff,team_a_avg_xg_last5,team_b_avg_xg_last5,xg_diff,team_a_avg_xga_last5,team_b_avg_xga_last5,xga_diff
7569,2018-06-28,FIFA World Cup,group,0,Panama,Tunisia,3375000.0,38300000.0,-34925000.0,2,1703.35,1720.75,-17.4,55,21,34,4,2,2,2.0,7.0,-5.0,10.0,12.0,-2.0,-8.0,-5.0,-3.0,4.0,5.0,-1.0,CONCACAF,CAF,CONCACAF_vs_CAF,0.0,6.9237597529688895,7.838273655348573,-0.9145139023796833,136.88888888888889,152.42857142857142,-15.53968253968253,0.4895497641076924,1.8421202268423844,-1.352570462734692,-1.4361702127659575,,,0.6363636363636364,0.45454545454545453,0.18181818181818182,3.0,2.5,0.5,0.8526968659,1.0669156472999999,-0.21421878139999984,2.1901880929999997,3.981435975,-1.7912478820000004
7570,2018-06-28,FIFA World Cup,group,0,England,Belgium,874000000.0,754000000.0,120000000.0,2,2009.3,2020.49,-11.19,12,3,9,13,13,0,13.0,15.0,-2.0,4.0,3.0,1.0,9.0,12.0,-3.0,4.0,5.0,-1.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,6.72563736845,6.945804668300001,-0.22016729985000083,75.5,60.125,15.375,0.0,8.170176951346154,-8.170176951346154,0.0,1.4438502673796791,-1.4438502673796791,0.2727272727272727,0.18181818181818182,0.09090909090909088,2.0,3.0,-1.0,2.897385388,3.27423868,-0.37685329199999984,1.0128459819,0.9067665313,0.10607945060000001
7580,2018-06-30,FIFA World Cup,round_of_16,1,France,Argentina,1020500000.0,662500000.0,358000000.0,0,2047.41,1959.46,87.96,7,5,2,11,7,4,7.0,8.0,-1.0,3.0,11.0,-8.0,4.0,-3.0,7.0,4.0,4.0,0.0,UEFA,CONMEBOL,UEFA_vs_CONMEBOL,0.0,7.449338429345456,7.504133498578181,-0.05479506923272481,169.54545454545453,190.0,-20.454545454545467,1.4141767017857143,1.3562550510286755,0.05792165075703881,1.4285714285714286,1.9148936170212767,-0.4863221884498481,1.0,0.9090909090909091,0.09090909090909094,0.0,1.5,-1.5,1.7119883100000002,1.3830453502333337,0.32894295976666643,0.8026261485,1.3897265758333333,-0.5871004273333332
7579,2018-06-30,FIFA World Cup,round_of_16,1,Uruguay,Portugal,321000000.0,479500000.0,-158500000.0,0,1990.16,2008.87,-18.7,14,4,10,15,9,6,9.0,8.0,1.0,0.0,4.0,-4.0,9.0,4.0,5.0,5.0,5.0,0.0,CONMEBOL,UEFA,CONMEBOL_vs_UEFA,0.0,7.492120000540608,7.447806722928,0.04431327761260828,228.0909090909091,233.1,-5.009090909090901,1.7190827299381395,2.065227712340185,-0.3461449824020457,1.9014084507042253,1.2587412587412588,0.6426671919629665,0.9090909090909091,0.7272727272727273,0.18181818181818177,0.0,1.0,-1.0,2.076928817933333,1.2806666189333331,0.7962621990000001,0.2727196061,1.5643397159999999,-1.2916201098999998
7582,2018-07-01,FIFA World Cup,round_of_16,1,Spain,Russia,814000000.0,91100000.0,722900000.0,1,2063.86,1758.22,305.64,10,70,-60,9,7,2,8.0,9.0,-1.0,6.0,6.0,0.0,2.0,3.0,-1.0,6.0,6.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,7.712541663090909,7.192504259054547,0.520037404036362,223.0,146.8181818181818,76.18181818181819,2.628032378966675,0.8868249863668977,1.7412073925997773,-0.9507042253521126,1.4361702127659575,-2.38687443811807,0.7272727272727273,0.6363636363636364,0.09090909090909094,0.0,0.0,0.0,2.1541313846666665,0.580667664,1.5734637206666666,0.9776052333333333,2.0900495913999997,-1.1124443580666665
7581,2018-07-01,FIFA World Cup,round_of_16,1,Croatia,Denmark,356500000.0,245800000.0,110700000.0,1,1996.43,1915.74,80.69,20,12,8,12,9,3,9.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,2.0,5.0,5.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,7.585115854327273,7.428318333288889,0.15679752103838407,193.27272727272728,150.66666666666666,42.60606060606062,1.6132966920251732,2.234042965660802,-0.6207462736356288,2.393617021276596,4.787234042553192,-2.393617021276596,0.18181818181818182,0.6363636363636364,-0.45454545454545453,0.0,1.0,-1.0,1.400035161,1.068006206,0.33202895499999996,1.3710221474000004,1.6692850415,-0.2982628940999996
7583,2018-07-02,FIFA World Cup,round_of_16,1,Brazil,Mexico,981000000.0,125300000.0,855700000.0,0,2174.33,1905.92,268.41,2,15,-13,13,9,4,10.0,4.0,6.0,1.0,6.0,-5.0,9.0,-2.0,11.0,5.0,5.0,0.0,CONMEBOL,CONCACAF,CONMEBOL_vs_CONCACAF,0.0,7.9012411337454544,7.5847518912,0.31648924254545463,240.0909090909091,147.27272727272728,92.81818181818181,2.9445951241801147,3.3265468069187505,-0.3819516827386358,0.313588850174216,6.223404255319149,-5.909815405144934,0.9090909090909091,0.8181818181818182,0.09090909090909083,0.0,1.0,-1.0,2.1275872581666664,1.4354202434999999,0.6921670146666665,0.5263731757666666,1.5605260506,-1.0341528748333335
7584,2018-07-02,FIFA World Cup,round_of_16,1,Belgium,Japan,754000000.0,73150000.0,680850000.0,0,2049.52,1799.07,250.45,3,61,-58,15,7,8,16.0,8.0,8.0,3.0,8.0,-5.0,13.0,0.0,13.0,4.0,4.0,0.0,UEFA,AFC,UEFA_vs_AFC,0.0,8.197957089175757,7.138396727949999,1.059560361225758,171.1818181818182,69.125,102.05681818181819,5.255628687899019,0.9686421560106383,4.286986531888381,1.2857142857142858,0.967741935483871,0.3179723502304148,0.09090909090909091,0.45454545454545453,-0.36363636363636365,1.0,1.0,0.0,2.5046038943333335,0.8906295784999999,1.6139743158333335,1.0047398106333334,1.0407140510000001,-0.03597424036666674
7586,2018-07-03,FIFA World Cup,round_of_16,1,Sweden,Switzerland,102750000.0,218100000.0,-115350000.0,0,1909.68,1948.45,-38.76,24,6,18,8,9,-1,5.0,8.0,-3.0,2.0,5.0,-3.0,3.0,3.0,0.0,6.0,6.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,7.425521413563637,7.58003103364,-0.1545096200763627,157.8181818181818,214.4,-56.58181818181819,1.6009367521561504,3.96820940931292,-2.3672726571567697,0.4712041884816754,2.202797202797203,-1.7315930143155276,0.9090909090909091,0.6363636363636364,0.2727272727272727,0.0,0.0,0.0,1.4151455755,1.0830315308333331,0.33211404466666683,0.8662284265000001,1.5320959189999999,-0.6658674924999998
7585,2018-07-03,FIFA World Cup,round_of_16,1,Colombia,England,221500000.0,874000000.0,-652500000.0,1,1985.98,1980.26,5.72,16,12,4,8,12,-4,5.0,12.0,-7.0,2.0,4.0,-2.0,3.0,8.0,-5.0,5.0,5.0,0.0,,UEFA,,,7.445830175672726,8.078948509599998,-0.6331183339272721,152.72727272727272,184.1818181818182,-31.454545454545467,1.8322298871121856,3.7457237127613445,-1.913493825649159,2.872340425531915,0.3202846975088968,2.552055728023018,0.8181818181818182,0.18181818181818182,0.6363636363636365,0.0,0.0,0.0,0.8359023136499999,2.331819048433333,-1.4959167347833333,0.7375314560000001,0.9970087622666667,-0.25947730626666654
8649,2018-07-06,FIFA World Cup,quarterfinal,1,Uruguay,France,321000000.0,1020500000.0,-699500000.0,2,2021.78,2069.98,-48.2,14,7,7,15,11,4,10.0,8.0,2.0,1.0,5.0,-4.0,9.0,3.0,6.0,6.0,6.0,0.0,CONMEBOL,UEFA,CONMEBOL_vs_UEFA,0.0,7.24279646895394,7.552244486860605,-0.3094480179066652,286.45454545454544,252.8181818181818,33.636363636363626,1.1129000986074653,1.4217941424327603,-0.30889404382529495,1.8997361477572559,0.31690140845070425,1.5828347393065516,0.9090909090909091,0.9090909090909091,0.0,1.0,0.0,1.0,1.6766985986999998,1.6873345506666668,-0.010635951966667001,0.4534338866,1.0172705813333334,-0.5638366947333333
8650,2018-07-06,FIFA World Cup,quarterfinal,1,Brazil,Belgium,981000000.0,754000000.0,227000000.0,2,2190.15,2061.0,129.15,2,3,-1,13,15,-2,10.0,16.0,-6.0,1.0,5.0,-4.0,9.0,11.0,-2.0,4.0,4.0,0.0,CONMEBOL,UEFA,CONMEBOL_vs_UEFA,0.0,7.855838259642425,8.189374194563635,-0.33353593492121014,311.6363636363636,244.0909090909091,67.54545454545453,2.106277829864998,4.276355402673004,-2.170077572808006,0.4699738903394256,1.2,-0.7300261096605744,0.8181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,2.425795760625,2.607910850625,-0.18211509000000037,0.540479836825,0.9269972210249999,-0.3865173841999999
8651,2018-07-07,FIFA World Cup,quarterfinal,1,Sweden,England,102750000.0,874000000.0,-771250000.0,2,1943.02,1980.76,-37.74,24,12,12,10,10,0,6.0,11.0,-5.0,2.0,4.0,-2.0,4.0,7.0,-3.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
8652,2018-07-07,FIFA World Cup,quarterfinal,1,Russia,Croatia,91100000.0,356500000.0,-265400000.0,1,1775.35,1989.59,-214.23,70,20,50,8,13,-5,10.0,10.0,0.0,6.0,3.0,3.0,4.0,7.0,-3.0,6.0,6.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
8655,2018-07-10,FIFA World Cup,semifinal,1,France,Belgium,1020500000.0,754000000.0,266500000.0,0,2108.77,2101.66,7.11,7,3,4,13,15,-2,9.0,14.0,-5.0,4.0,5.0,-1.0,5.0,9.0,-4.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
8656,2018-07-11,FIFA World Cup,semifinal,1,Croatia,England,356500000.0,874000000.0,-517500000.0,0,1978.54,2020.89,-42.35,20,12,8,11,10,1,10.0,11.0,-1.0,4.0,4.0,0.0,6.0,7.0,-1.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,7.789342698763637,8.215349852642426,-0.42600715387878907,306.8181818181818,299.54545454545456,7.272727272727252,1.778804368131464,2.859653563154557,-1.080849195023093,2.5632911392405062,0.8823529411764706,1.6809381980640357,1.0,1.0,0.0,0.0,0.0,0.0,2.57196027025,3.289311748325,-0.7173514780749999,2.1817652993000003,1.934919125575,0.24684617372500028
8657,2018-07-14,FIFA World Cup,third_place,1,Belgium,England,754000000.0,874000000.0,-120000000.0,0,2072.28,1987.25,85.03,3,12,-9,12,7,5,11.0,10.0,1.0,6.0,5.0,1.0,5.0,5.0,0.0,4.0,3.0,1.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
8658,2018-07-15,FIFA World Cup,final,1,France,Croatia,1020500000.0,356500000.0,664000000.0,0,2138.16,2012.18,125.98,7,20,-13,13,11,2,8.0,10.0,-2.0,3.0,5.0,-2.0,5.0,5.0,0.0,5.0,4.0,1.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,7.617191024027335,7.9118769808181835,-0.29468595679084864,342.2,424.3636363636364,-82.16363636363639,1.5605410066037313,1.6470068997761154,-0.08646589317238407,1.1904761904761905,1.6363636363636365,-0.445887445887446,0.8181818181818182,1.0,-0.18181818181818177,0.0,0.0,0.0,1.400196652425,2.4858321029,-1.0856354504749999,0.9362517555000001,1.8547450594400001,-0.9184933039400001
3857286,2022-11-20,FIFA World Cup,group,0,Qatar,Ecuador,7350000.0,140500000.0,-133150000.0,2,1761.9,1887.36,-125.45,50,44,6,13,7,6,8.0,1.0,7.0,3.0,0.0,3.0,5.0,1.0,4.0,11.0,8.0,3.0,AFC,CONMEBOL,AFC_vs_CONMEBOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857271,2022-11-21,FIFA World Cup,group,0,England,Iran,1260000000.0,45800000.0,1214200000.0,0,1977.26,1887.46,89.81,5,20,-15,3,7,-4,4.0,4.0,0.0,9.0,5.0,4.0,-5.0,-1.0,-4.0,56.0,5.0,51.0,UEFA,AFC,UEFA_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857285,2022-11-21,FIFA World Cup,group,0,Senegal,Netherlands,228000000.0,587250000.0,-359250000.0,2,1810.79,2063.74,-252.95,18,8,10,6,13,-7,8.0,10.0,-2.0,7.0,5.0,2.0,1.0,5.0,-4.0,55.0,57.0,-2.0,CAF,UEFA,CAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857282,2022-11-21,FIFA World Cup,group,0,United States,Wales,277400000.0,159550000.0,117850000.0,1,1866.86,1829.71,37.15,16,19,-3,6,1,5,6.0,5.0,1.0,3.0,9.0,-6.0,3.0,-4.0,7.0,55.0,57.0,-2.0,CONCACAF,UEFA,CONCACAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857300,2022-11-22,FIFA World Cup,group,0,Argentina,Saudi Arabia,642000000.0,1700000.0,640300000.0,2,2173.21,1748.86,424.34,3,51,-48,15,6,9,19.0,3.0,16.0,0.0,3.0,-3.0,19.0,0.0,19.0,6.0,6.0,0.0,CONMEBOL,AFC,CONMEBOL_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857254,2022-11-22,FIFA World Cup,group,0,Denmark,Tunisia,344500000.0,42100000.0,302400000.0,1,2000.84,1793.94,206.89,10,30,-20,9,12,-3,7.0,9.0,-2.0,4.0,5.0,-1.0,3.0,4.0,-1.0,58.0,6.0,52.0,UEFA,CAF,UEFA_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857265,2022-11-22,FIFA World Cup,group,0,Mexico,Poland,170100000.0,245100000.0,-75000000.0,1,1881.41,1853.92,27.49,13,26,-13,6,7,-1,8.0,4.0,4.0,6.0,5.0,1.0,2.0,-1.0,3.0,6.0,6.0,0.0,CONCACAF,UEFA,CONCACAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857279,2022-11-22,FIFA World Cup,group,0,France,Australia,977500000.0,35800000.0,941700000.0,0,2038.51,1823.65,214.86,4,38,-34,5,13,-8,4.0,7.0,-3.0,5.0,2.0,3.0,-1.0,5.0,-6.0,58.0,58.0,0.0,UEFA,AFC,UEFA_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857277,2022-11-23,FIFA World Cup,group,0,Morocco,Croatia,228700000.0,377000000.0,-148300000.0,1,1846.43,1956.42,-109.99,22,12,10,13,15,-2,9.0,8.0,1.0,1.0,2.0,-1.0,8.0,6.0,2.0,6.0,7.0,-1.0,CAF,UEFA,CAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857284,2022-11-23,FIFA World Cup,group,0,Germany,Japan,885500000.0,149700000.0,735800000.0,2,2004.61,1887.92,116.68,11,24,-13,8,8,0,10.0,6.0,4.0,7.0,2.0,5.0,3.0,4.0,-1.0,7.0,6.0,1.0,UEFA,AFC,UEFA_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857291,2022-11-23,FIFA World Cup,group,0,Spain,Costa Rica,859000000.0,13875000.0,845125000.0,0,2081.29,1841.92,239.36,7,31,-24,12,13,-1,8.0,9.0,-1.0,3.0,3.0,0.0,5.0,6.0,-1.0,6.0,14.0,-8.0,UEFA,CONCACAF,UEFA_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857268,2022-11-23,FIFA World Cup,group,0,Belgium,Canada,555200000.0,184700000.0,370500000.0,0,2054.59,1863.53,191.07,2,41,-39,7,7,0,5.0,7.0,-2.0,5.0,7.0,-2.0,0.0,0.0,0.0,5.0,6.0,-1.0,UEFA,CONCACAF,UEFA_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857290,2022-11-24,FIFA World Cup,group,0,Switzerland,Cameroon,276000000.0,141700000.0,134300000.0,0,1947.24,1716.23,231.01,15,43,-28,9,5,4,5.0,3.0,2.0,5.0,5.0,0.0,0.0,-2.0,2.0,7.0,6.0,1.0,UEFA,CAF,UEFA_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857287,2022-11-24,FIFA World Cup,group,0,Uruguay,South Korea,396700000.0,157000000.0,239700000.0,1,1984.65,1881.46,103.19,14,28,-14,10,10,0,10.0,7.0,3.0,1.0,5.0,-4.0,9.0,2.0,7.0,58.0,13.0,45.0,CONMEBOL,AFC,CONMEBOL_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857298,2022-11-24,FIFA World Cup,group,0,Portugal,Ghana,937000000.0,206700000.0,730300000.0,0,2036.54,1679.19,357.34,9,61,-52,9,7,2,10.0,4.0,6.0,2.0,7.0,-5.0,8.0,-3.0,11.0,7.0,7.0,0.0,UEFA,CAF,UEFA_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857258,2022-11-24,FIFA World Cup,group,0,Brazil,Serbia,1142000000.0,284000000.0,858000000.0,0,2214.88,1929.4,285.48,1,21,-20,15,13,2,18.0,14.0,4.0,2.0,4.0,-2.0,16.0,10.0,6.0,58.0,6.0,52.0,CONMEBOL,UEFA,CONMEBOL_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857273,2022-11-25,FIFA World Cup,group,0,Wales,Iran,159550000.0,45800000.0,113750000.0,2,1832.91,1845.43,-12.52,19,20,-1,2,7,-5,5.0,5.0,0.0,8.0,9.0,-1.0,-3.0,-4.0,1.0,4.0,4.0,0.0,UEFA,AFC,UEFA_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857301,2022-11-25,FIFA World Cup,group,0,Qatar,Senegal,7350000.0,228000000.0,-220650000.0,2,1722.76,1793.77,-71.01,50,18,32,12,5,7,6.0,7.0,-1.0,3.0,8.0,-5.0,3.0,-1.0,4.0,5.0,4.0,1.0,AFC,CAF,AFC_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857274,2022-11-25,FIFA World Cup,group,0,Netherlands,Ecuador,587250000.0,140500000.0,446750000.0,1,2080.76,1926.5,154.26,8,44,-36,13,9,4,10.0,3.0,7.0,4.0,0.0,4.0,6.0,3.0,3.0,4.0,5.0,-1.0,UEFA,CONMEBOL,UEFA_vs_CONMEBOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857272,2022-11-25,FIFA World Cup,group,0,England,United States,1260000000.0,277400000.0,982600000.0,1,2019.29,1863.66,155.62,5,16,-11,5,6,-1,9.0,7.0,2.0,10.0,4.0,6.0,-1.0,3.0,-4.0,4.0,4.0,0.0,UEFA,CONCACAF,UEFA_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857288,2022-11-26,FIFA World Cup,group,0,Tunisia,Australia,42100000.0,35800000.0,6300000.0,2,1809.96,1800.03,9.93,30,38,-8,10,10,0,7.0,6.0,1.0,5.0,5.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,CAF,AFC,CAF_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857297,2022-11-26,FIFA World Cup,group,0,Poland,Saudi Arabia,245100000.0,1700000.0,243400000.0,0,1856.29,1804.06,52.23,26,51,-25,7,8,-1,2.0,4.0,-2.0,3.0,3.0,0.0,-1.0,1.0,-2.0,4.0,4.0,0.0,UEFA,AFC,UEFA_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857266,2022-11-26,FIFA World Cup,group,0,France,Denmark,977500000.0,344500000.0,633000000.0,0,2062.13,1984.82,77.31,4,10,-6,7,7,0,7.0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3857289,2022-11-26,FIFA World Cup,group,0,Argentina,Mexico,642000000.0,170100000.0,471900000.0,0,2118.0,1879.04,238.96,3,13,-10,12,7,5,17.0,8.0,9.0,2.0,5.0,-3.0,15.0,3.0,12.0,4.0,4.0,0.0,CONMEBOL,CONCACAF,CONMEBOL_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857295,2022-11-27,FIFA World Cup,group,0,Japan,Costa Rica,149700000.0,13875000.0,135825000.0,2,1927.64,1814.74,112.89,24,31,-7,10,10,0,8.0,7.0,1.0,3.0,10.0,-7.0,5.0,-3.0,8.0,4.0,4.0,0.0,AFC,CONCACAF,AFC_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857283,2022-11-27,FIFA World Cup,group,0,Belgium,Morocco,555200000.0,228700000.0,326500000.0,2,2069.58,1855.62,213.95,2,22,-20,9,11,-2,5.0,7.0,-2.0,4.0,0.0,4.0,1.0,7.0,-6.0,4.0,4.0,0.0,UEFA,CAF,UEFA_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857281,2022-11-27,FIFA World Cup,group,0,Croatia,Canada,377000000.0,184700000.0,192300000.0,0,1947.22,1848.54,98.69,12,41,-29,13,7,6,7.0,6.0,1.0,2.0,6.0,-4.0,5.0,0.0,5.0,4.0,4.0,0.0,UEFA,CONCACAF,UEFA_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857263,2022-11-27,FIFA World Cup,group,0,Spain,Germany,859000000.0,885500000.0,-26500000.0,1,2108.47,1964.9,143.57,7,11,-4,12,7,5,14.0,10.0,4.0,3.0,8.0,-5.0,11.0,2.0,9.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3857259,2022-11-28,FIFA World Cup,group,0,Cameroon,Serbia,141700000.0,284000000.0,-142300000.0,1,1703.68,1914.82,-211.14,43,21,22,2,10,-8,2.0,13.0,-11.0,6.0,6.0,0.0,-4.0,7.0,-11.0,4.0,4.0,0.0,CAF,UEFA,CAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857299,2022-11-28,FIFA World Cup,group,0,South Korea,Ghana,157000000.0,206700000.0,-49700000.0,2,1890.12,1672.39,217.73,28,61,-33,8,7,1,4.0,5.0,-1.0,5.0,6.0,-1.0,-1.0,-1.0,0.0,4.0,4.0,0.0,AFC,CAF,AFC_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857269,2022-11-28,FIFA World Cup,group,0,Brazil,Switzerland,1142000000.0,276000000.0,866000000.0,0,2229.46,1959.79,269.67,1,15,-14,15,12,3,16.0,6.0,10.0,2.0,4.0,-2.0,14.0,2.0,12.0,4.0,4.0,0.0,CONMEBOL,UEFA,CONMEBOL_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857270,2022-11-28,FIFA World Cup,group,0,Portugal,Uruguay,937000000.0,396700000.0,540300000.0,0,2043.34,1976.0,67.34,9,14,-5,9,8,1,11.0,7.0,4.0,4.0,1.0,3.0,7.0,6.0,1.0,4.0,4.0,0.0,UEFA,CONMEBOL,UEFA_vs_CONMEBOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857267,2022-11-29,FIFA World Cup,group,0,Ecuador,Senegal,140500000.0,228000000.0,-87500000.0,2,1939.01,1839.94,99.07,44,18,26,7,8,-1,3.0,7.0,-4.0,1.0,5.0,-4.0,2.0,2.0,0.0,4.0,4.0,0.0,CONMEBOL,CAF,CONMEBOL_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857294,2022-11-29,FIFA World Cup,group,0,Netherlands,Qatar,587250000.0,7350000.0,579900000.0,0,2068.25,1676.59,391.65,8,50,-42,13,9,4,9.0,5.0,4.0,3.0,6.0,-3.0,6.0,-1.0,7.0,4.0,4.0,0.0,UEFA,AFC,UEFA_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857261,2022-11-29,FIFA World Cup,group,0,Wales,England,159550000.0,1260000000.0,-1100450000.0,2,1789.53,2006.68,-217.15,19,5,14,1,5,-4,4.0,9.0,-5.0,9.0,10.0,-1.0,-5.0,-1.0,-4.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3857278,2022-11-29,FIFA World Cup,group,0,Iran,United States,45800000.0,277400000.0,-231600000.0,2,1888.81,1876.27,12.54,20,16,4,7,4,3,6.0,2.0,4.0,9.0,4.0,5.0,-3.0,-2.0,-1.0,4.0,4.0,0.0,AFC,CONCACAF,AFC_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857257,2022-11-30,FIFA World Cup,group,0,Australia,Denmark,35800000.0,344500000.0,-308700000.0,0,1830.88,1961.39,-130.51,38,10,28,10,7,3,5.0,6.0,-1.0,4.0,4.0,0.0,1.0,2.0,-1.0,4.0,4.0,0.0,AFC,UEFA,AFC_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857275,2022-11-30,FIFA World Cup,group,0,Tunisia,France,42100000.0,977500000.0,-935400000.0,0,1779.1,2085.56,-306.46,30,4,26,7,9,-2,4.0,8.0,-4.0,6.0,5.0,1.0,-2.0,3.0,-5.0,4.0,4.0,0.0,CAF,UEFA,CAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857260,2022-11-30,FIFA World Cup,group,0,Saudi Arabia,Mexico,1700000.0,170100000.0,-168400000.0,2,1765.78,1860.89,-95.11,51,13,38,7,4,3,4.0,7.0,-3.0,5.0,7.0,-2.0,-1.0,0.0,-1.0,4.0,4.0,0.0,AFC,CONCACAF,AFC_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857264,2022-11-30,FIFA World Cup,group,0,Poland,Argentina,245100000.0,642000000.0,-396900000.0,2,1894.58,2136.16,-241.58,26,3,23,10,12,-2,4.0,14.0,-10.0,2.0,2.0,0.0,2.0,12.0,-10.0,4.0,4.0,0.0,UEFA,CONMEBOL,UEFA_vs_CONMEBOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857276,2022-12-01,FIFA World Cup,group,0,Canada,Morocco,184700000.0,228700000.0,-44000000.0,2,1810.56,1925.29,-114.73,41,22,19,4,11,-7,5.0,7.0,-2.0,10.0,0.0,10.0,-5.0,7.0,-12.0,4.0,4.0,0.0,CONCACAF,CAF,CONCACAF_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857296,2022-12-01,FIFA World Cup,group,0,Croatia,Belgium,377000000.0,555200000.0,-178200000.0,1,1985.2,1999.91,-14.71,12,2,10,13,6,7,10.0,4.0,6.0,3.0,6.0,-3.0,7.0,-2.0,9.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
